[ 2024-03-14 22:21:22,106 ] 167 root - INFO - Initializing model building.
[ 2024-03-14 22:21:28,052 ] 32 root - INFO - Xtrain_resample shape: (10167006, 11)
[ 2024-03-14 22:21:28,053 ] 33 root - INFO - Ytrain_resample shape: (10167006, 1)
[ 2024-03-14 22:21:28,053 ] 73 root - INFO - Starting incremental hyperparameter tuning for XGBoost classifier with MLflow tracking.
[ 2024-03-14 22:21:28,369 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001051 seconds
[ 2024-03-14 22:21:28,370 ] 900 hyperopt.tpe - INFO - TPE using 0 trials
[ 2024-03-14 22:21:45,215 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.000945 seconds
[ 2024-03-14 22:21:45,216 ] 900 hyperopt.tpe - INFO - TPE using 1/1 trials with best loss -0.998762
[ 2024-03-14 22:22:04,041 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001291 seconds
[ 2024-03-14 22:22:04,043 ] 900 hyperopt.tpe - INFO - TPE using 2/2 trials with best loss -0.998762
[ 2024-03-14 22:22:21,517 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001373 seconds
[ 2024-03-14 22:22:21,517 ] 900 hyperopt.tpe - INFO - TPE using 3/3 trials with best loss -0.998762
[ 2024-03-14 22:22:42,049 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001592 seconds
[ 2024-03-14 22:22:42,050 ] 900 hyperopt.tpe - INFO - TPE using 4/4 trials with best loss -0.999489
[ 2024-03-14 22:23:00,724 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001413 seconds
[ 2024-03-14 22:23:00,724 ] 900 hyperopt.tpe - INFO - TPE using 5/5 trials with best loss -0.999489
[ 2024-03-14 22:23:17,484 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001265 seconds
[ 2024-03-14 22:23:17,485 ] 900 hyperopt.tpe - INFO - TPE using 6/6 trials with best loss -0.999489
[ 2024-03-14 22:23:35,322 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001332 seconds
[ 2024-03-14 22:23:35,323 ] 900 hyperopt.tpe - INFO - TPE using 7/7 trials with best loss -0.999489
[ 2024-03-14 22:23:58,681 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001302 seconds
[ 2024-03-14 22:23:58,682 ] 900 hyperopt.tpe - INFO - TPE using 8/8 trials with best loss -0.999569
[ 2024-03-14 22:24:19,490 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001450 seconds
[ 2024-03-14 22:24:19,491 ] 900 hyperopt.tpe - INFO - TPE using 9/9 trials with best loss -0.999584
[ 2024-03-14 22:24:37,781 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001493 seconds
[ 2024-03-14 22:24:37,782 ] 900 hyperopt.tpe - INFO - TPE using 10/10 trials with best loss -0.999584
[ 2024-03-14 22:24:54,676 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001473 seconds
[ 2024-03-14 22:24:54,677 ] 900 hyperopt.tpe - INFO - TPE using 11/11 trials with best loss -0.999584
[ 2024-03-14 22:25:16,105 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001469 seconds
[ 2024-03-14 22:25:16,106 ] 900 hyperopt.tpe - INFO - TPE using 12/12 trials with best loss -0.999668
[ 2024-03-14 22:25:36,835 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001570 seconds
[ 2024-03-14 22:25:36,837 ] 900 hyperopt.tpe - INFO - TPE using 13/13 trials with best loss -0.999668
[ 2024-03-14 22:25:54,446 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001456 seconds
[ 2024-03-14 22:25:54,447 ] 900 hyperopt.tpe - INFO - TPE using 14/14 trials with best loss -0.999668
[ 2024-03-14 22:26:10,836 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001571 seconds
[ 2024-03-14 22:26:10,837 ] 900 hyperopt.tpe - INFO - TPE using 15/15 trials with best loss -0.999668
[ 2024-03-14 22:26:34,279 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001614 seconds
[ 2024-03-14 22:26:34,280 ] 900 hyperopt.tpe - INFO - TPE using 16/16 trials with best loss -0.999697
[ 2024-03-14 22:26:53,319 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001622 seconds
[ 2024-03-14 22:26:53,320 ] 900 hyperopt.tpe - INFO - TPE using 17/17 trials with best loss -0.999697
[ 2024-03-14 22:27:12,540 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001412 seconds
[ 2024-03-14 22:27:12,541 ] 900 hyperopt.tpe - INFO - TPE using 18/18 trials with best loss -0.999697
[ 2024-03-14 22:27:31,844 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001583 seconds
[ 2024-03-14 22:27:31,846 ] 900 hyperopt.tpe - INFO - TPE using 19/19 trials with best loss -0.999697
[ 2024-03-14 22:27:48,345 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001535 seconds
[ 2024-03-14 22:27:48,347 ] 900 hyperopt.tpe - INFO - TPE using 20/20 trials with best loss -0.999697
[ 2024-03-14 22:28:10,221 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001488 seconds
[ 2024-03-14 22:28:10,222 ] 900 hyperopt.tpe - INFO - TPE using 21/21 trials with best loss -0.999697
[ 2024-03-14 22:28:33,961 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001393 seconds
[ 2024-03-14 22:28:33,963 ] 900 hyperopt.tpe - INFO - TPE using 22/22 trials with best loss -0.999697
[ 2024-03-14 22:28:57,259 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001767 seconds
[ 2024-03-14 22:28:57,260 ] 900 hyperopt.tpe - INFO - TPE using 23/23 trials with best loss -0.999697
[ 2024-03-14 22:29:20,465 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001470 seconds
[ 2024-03-14 22:29:20,465 ] 900 hyperopt.tpe - INFO - TPE using 24/24 trials with best loss -0.999697
[ 2024-03-14 22:29:41,458 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001588 seconds
[ 2024-03-14 22:29:41,459 ] 900 hyperopt.tpe - INFO - TPE using 25/25 trials with best loss -0.999697
[ 2024-03-14 22:30:04,248 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001477 seconds
[ 2024-03-14 22:30:04,249 ] 900 hyperopt.tpe - INFO - TPE using 26/26 trials with best loss -0.999697
[ 2024-03-14 22:30:28,259 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001560 seconds
[ 2024-03-14 22:30:28,260 ] 900 hyperopt.tpe - INFO - TPE using 27/27 trials with best loss -0.999697
[ 2024-03-14 22:30:51,549 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001518 seconds
[ 2024-03-14 22:30:51,551 ] 900 hyperopt.tpe - INFO - TPE using 28/28 trials with best loss -0.999697
[ 2024-03-14 22:31:11,315 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001489 seconds
[ 2024-03-14 22:31:11,316 ] 900 hyperopt.tpe - INFO - TPE using 29/29 trials with best loss -0.999697
[ 2024-03-14 22:31:33,704 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001484 seconds
[ 2024-03-14 22:31:33,705 ] 900 hyperopt.tpe - INFO - TPE using 30/30 trials with best loss -0.999697
[ 2024-03-14 22:31:52,814 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001594 seconds
[ 2024-03-14 22:31:52,815 ] 900 hyperopt.tpe - INFO - TPE using 31/31 trials with best loss -0.999697
[ 2024-03-14 22:32:16,052 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001543 seconds
[ 2024-03-14 22:32:16,053 ] 900 hyperopt.tpe - INFO - TPE using 32/32 trials with best loss -0.999697
[ 2024-03-14 22:32:37,599 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001638 seconds
[ 2024-03-14 22:32:37,599 ] 900 hyperopt.tpe - INFO - TPE using 33/33 trials with best loss -0.999697
[ 2024-03-14 22:32:54,910 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001508 seconds
[ 2024-03-14 22:32:54,911 ] 900 hyperopt.tpe - INFO - TPE using 34/34 trials with best loss -0.999697
[ 2024-03-14 22:33:11,056 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001591 seconds
[ 2024-03-14 22:33:11,057 ] 900 hyperopt.tpe - INFO - TPE using 35/35 trials with best loss -0.999697
[ 2024-03-14 22:33:29,040 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001598 seconds
[ 2024-03-14 22:33:29,041 ] 900 hyperopt.tpe - INFO - TPE using 36/36 trials with best loss -0.999697
[ 2024-03-14 22:33:49,140 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001405 seconds
[ 2024-03-14 22:33:49,141 ] 900 hyperopt.tpe - INFO - TPE using 37/37 trials with best loss -0.999697
[ 2024-03-14 22:34:06,346 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001544 seconds
[ 2024-03-14 22:34:06,347 ] 900 hyperopt.tpe - INFO - TPE using 38/38 trials with best loss -0.999697
[ 2024-03-14 22:34:26,460 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001344 seconds
[ 2024-03-14 22:34:26,461 ] 900 hyperopt.tpe - INFO - TPE using 39/39 trials with best loss -0.999697
[ 2024-03-14 22:34:44,741 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001500 seconds
[ 2024-03-14 22:34:44,742 ] 900 hyperopt.tpe - INFO - TPE using 40/40 trials with best loss -0.999697
[ 2024-03-14 22:35:05,453 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001541 seconds
[ 2024-03-14 22:35:05,454 ] 900 hyperopt.tpe - INFO - TPE using 41/41 trials with best loss -0.999697
[ 2024-03-14 22:35:28,094 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001622 seconds
[ 2024-03-14 22:35:28,095 ] 900 hyperopt.tpe - INFO - TPE using 42/42 trials with best loss -0.999697
[ 2024-03-14 22:35:44,597 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001503 seconds
[ 2024-03-14 22:35:44,598 ] 900 hyperopt.tpe - INFO - TPE using 43/43 trials with best loss -0.999697
[ 2024-03-14 22:36:01,202 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001410 seconds
