[ 2024-03-12 00:05:33,814 ] 133 root - INFO - Initializing model building.
[ 2024-03-12 00:05:39,763 ] 29 root - INFO - Xtrain_resample shape: (10167006, 11)
[ 2024-03-12 00:05:39,763 ] 30 root - INFO - Ytrain_resample shape: (10167006, 1)
[ 2024-03-12 00:05:39,763 ] 72 root - INFO - Starting incremental hyperparameter tuning for XGBoost classifier with MLflow tracking.
[ 2024-03-12 00:05:39,850 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001001 seconds
[ 2024-03-12 00:05:39,851 ] 900 hyperopt.tpe - INFO - TPE using 0 trials
[ 2024-03-12 00:05:59,377 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001162 seconds
[ 2024-03-12 00:05:59,377 ] 900 hyperopt.tpe - INFO - TPE using 1/1 trials with best loss -0.997878
[ 2024-03-12 00:06:20,281 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.000830 seconds
[ 2024-03-12 00:06:20,283 ] 900 hyperopt.tpe - INFO - TPE using 2/2 trials with best loss -0.999015
[ 2024-03-12 00:06:38,030 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001020 seconds
[ 2024-03-12 00:06:38,031 ] 900 hyperopt.tpe - INFO - TPE using 3/3 trials with best loss -0.999015
[ 2024-03-12 00:06:54,265 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001633 seconds
[ 2024-03-12 00:06:54,266 ] 900 hyperopt.tpe - INFO - TPE using 4/4 trials with best loss -0.999015
[ 2024-03-12 00:07:13,534 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001285 seconds
[ 2024-03-12 00:07:13,534 ] 900 hyperopt.tpe - INFO - TPE using 5/5 trials with best loss -0.999015
[ 2024-03-12 00:07:30,902 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001373 seconds
[ 2024-03-12 00:07:30,903 ] 900 hyperopt.tpe - INFO - TPE using 6/6 trials with best loss -0.999015
[ 2024-03-12 00:07:49,117 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001163 seconds
[ 2024-03-12 00:07:49,118 ] 900 hyperopt.tpe - INFO - TPE using 7/7 trials with best loss -0.999611
[ 2024-03-12 00:08:05,680 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001167 seconds
[ 2024-03-12 00:08:05,680 ] 900 hyperopt.tpe - INFO - TPE using 8/8 trials with best loss -0.999611
[ 2024-03-12 00:08:28,898 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001360 seconds
[ 2024-03-12 00:08:28,899 ] 900 hyperopt.tpe - INFO - TPE using 9/9 trials with best loss -0.999611
[ 2024-03-12 00:08:45,759 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001266 seconds
[ 2024-03-12 00:08:45,760 ] 900 hyperopt.tpe - INFO - TPE using 10/10 trials with best loss -0.999611
[ 2024-03-12 00:09:08,529 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001230 seconds
[ 2024-03-12 00:09:08,530 ] 900 hyperopt.tpe - INFO - TPE using 11/11 trials with best loss -0.999631
[ 2024-03-12 00:09:24,203 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001246 seconds
[ 2024-03-12 00:09:24,203 ] 900 hyperopt.tpe - INFO - TPE using 12/12 trials with best loss -0.999631
[ 2024-03-12 00:09:44,969 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001410 seconds
[ 2024-03-12 00:09:44,970 ] 900 hyperopt.tpe - INFO - TPE using 13/13 trials with best loss -0.999631
[ 2024-03-12 00:10:06,833 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001270 seconds
[ 2024-03-12 00:10:06,834 ] 900 hyperopt.tpe - INFO - TPE using 14/14 trials with best loss -0.999661
[ 2024-03-12 00:10:28,382 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001275 seconds
[ 2024-03-12 00:10:28,383 ] 900 hyperopt.tpe - INFO - TPE using 15/15 trials with best loss -0.999661
[ 2024-03-12 00:10:48,586 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001350 seconds
[ 2024-03-12 00:10:48,586 ] 900 hyperopt.tpe - INFO - TPE using 16/16 trials with best loss -0.999661
[ 2024-03-12 00:11:08,644 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001297 seconds
[ 2024-03-12 00:11:08,645 ] 900 hyperopt.tpe - INFO - TPE using 17/17 trials with best loss -0.999661
[ 2024-03-12 00:11:27,574 ] 864 hyperopt.tpe - INFO - build_posterior_wrapper took 0.001289 seconds
